"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"1/30/2018","Online Payment","PAYMENT - THANK YOU","3988.60","credit","Credit Card Payment","Citi Dividend Platinum Select Visa Card","",""
"1/30/2018","AT&T Wireless","AT&T MOBILITY Bill Payment","194.20","debit","bus phone/internet","Adv Tiered Interest Chkg","",""
"1/30/2018","Citibank Bill","CITIBANK VISA Bill Payment","3988.60","debit","Credit Card Payments","Adv Tiered Interest Chkg","",""
"1/30/2018","Check 1586","Check 1587","540.86","debit","Health Insurance","Adv Tiered Interest Chkg","",""
"1/29/2018","Carl's Jr","CARL'S JR 7058 CAMERON PARK CA","7.27","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"1/29/2018","DirecTV","DTV*DIRECTV SERVICE 800-347-3288 CA","79.48","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"1/29/2018","Velvet Grill & Creamery","VELVET GRILL & CREAMERY GALT CA","38.85","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"1/29/2018","Arco Arco Rancho","ARCO 83262 01/27 #000261311 PURCHASE ARCO 83262 RANCHO CORDOV CA","8.99","debit","Gas & Fuel","Adv Tiered Interest Chkg","",""
"1/27/2018","Amazon Video","AMAZON VIDEO ON DEMAND AM888-802-3080 WA","0.99","debit","Movies & DVDs","Citi Dividend Platinum Select Visa Card","",""
"1/27/2018","Subway","SUBWAY 00034744 CAMERON PARK CA","15.49","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"1/26/2018","Nvs Pmd Des","NVS PMD DES:PAYMENT ID:804794 INDN:GaryFHulbert.Appraisal CO ID:XXXXX32275 CCD","350.00","credit","appraisal income","Adv Tiered Interest Chkg","",""
"1/26/2018","Bkofamerica ATM Deposit","BKOFAMERICA ATM 01/26 #000009650 DEPOSIT CAMERON PARK CAMERON PARK CA","450.00","credit","appraisal income","Adv Tiered Interest Chkg","",""
"1/26/2018","Amazon Video","Amazon Video On Demand AMZN.COM/billWA","0.99","debit","Movies & DVDs","Citi Dividend Platinum Select Visa Card","",""
"1/26/2018","Safeway","SAFEWAY #1618 CAMERON PARK CA","34.73","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"1/25/2018","Bank of America","BANK OF AMERICA DES:LINE PYMT ID:XXXXX9037987599 INDN:HULBERT GA...","1376.85","debit","Mortgage & Rent","Adv Tiered Interest Chkg","",""
"1/25/2018","Carl's Jr","CARL'S JR 7058 CAMERON PARK CA","16.29","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"1/24/2018","Arco Arco Cameron","ARCO#82405 01/24 #000784836 PURCHASE ARCO#82405 CAMERON PARK CA","18.47","debit","Gas & Fuel","Adv Tiered Interest Chkg","",""
"1/24/2018","Arco Arco Cameron","ARCO#82405 01/24 #000657832 PURCHASE ARCO#82405 CAMERON PARK CA","25.36","debit","Gas & Fuel","Adv Tiered Interest Chkg","",""
"1/24/2018","Home Depot","THE HOME DEPOT #1085 PLACERVILLE CA","28.06","debit","Home Improvement","Citi Dividend Platinum Select Visa Card","",""
"1/24/2018","Panera Bread","PANERA BREAD #202217 RANCHO CORDOVCA","28.86","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"1/24/2018","Que Viva Mexican","QUE VIVA MEXICAN RESTAURACAMERON PARK CA","40.06","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"1/23/2018","Kaiser Permanente","KAISER CPP PHARM 256 8882186245 CA","9.54","debit","Health Insurance","Citi Dividend Platinum Select Visa Card","",""
"1/23/2018","Amazon Video","Amazon Video On Demand AMZN.COM/billWA","14.99","debit","Movies & DVDs","Citi Dividend Platinum Select Visa Card","",""
"1/23/2018","Rstudio Rstudio.com Ma","RSTUDIO, INC. RSTUDIO.COM MA","9.00","debit","Office Supplies","Citi Dividend Platinum Select Visa Card","",""
"1/23/2018","Pizza Bene","PIZZA BENE PLACERVILLE CA","169.10","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"1/22/2018","Arco Arco Cameron","ARCO#82405 01/20 #000121394 PURCHASE ARCO#82405 CAMERON PARK CA","22.31","debit","Gas & Fuel","Adv Tiered Interest Chkg","",""
"1/22/2018","Regal El Dorado","REGAL EL DORADO HILLS STAKNOXVILLE TN","19.40","debit","Movies & DVDs","Citi Dividend Platinum Select Visa Card","",""
"1/22/2018","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","9.99","debit","Office Supplies","Citi Dividend Platinum Select Visa Card","",""
"1/22/2018","Amazon Video","Amazon Video On Demand AMZN.COM/billWA","0.99","debit","Movies & DVDs","Citi Dividend Platinum Select Visa Card","",""
"1/21/2018","Tile Ecomm Ca","TILE INC ECOMM 888-441-7123 CA","21.45","debit","Home Improvement","Citi Dividend Platinum Select Visa Card","",""
"1/20/2018","Velvet Grill & Creamery","VELVET GRILL & CREAMERY GALT CA","40.52","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"1/20/2018","Target","TARGET 00022707 ELDORADO HILLCA","94.43","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"1/20/2018","Safeway","SAFEWAY #1618 CAMERON PARK CA","6.13","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"1/19/2018","Safeway","SAFEWAY #1618 CAMERON PARK CA","3.81","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"1/19/2018","Carl's Jr","CARL'S JR 7058 CAMERON PARK CA","7.30","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"1/19/2018","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA","0.99","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"1/19/2018","J. Jill","J. JILL STORE 29 CA ROSEVILLE CA","22.51","debit","Clothing","Citi Dividend Platinum Select Visa Card","",""
"1/19/2018","Murcor Des Trade","MURCOR INC. DES:TRADE PAY ID:00-0057832 INDN:Gary F. Hulbert CO ID:XXXXX72376...","1284.00","credit","appraisal income","Adv Tiered Interest Chkg","",""
"1/18/2018","Safeway","SAFEWAY #1618 CAMERON PARK CA","7.38","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"1/18/2018","Safeway","SAFEWAY #1618 CAMERON PARK CA","4.28","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"1/18/2018","Arco Arco Placerville","ARCO#83361 01/18 #000213178 PURCHASE ARCO#83361 PLACERVILLE CA","30.36","debit","Gas & Fuel","Adv Tiered Interest Chkg","",""
"1/17/2018","Subway","SUBWAY 00034744 CAMERON PARK CA","16.50","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"1/17/2018","Coursera","COURSERA 650-265-7649 CA","49.00","debit","Legal","Citi Dividend Platinum Select Visa Card","",""
"1/17/2018","Netflix","NETFLIX.COM NETFLIX.COM CA","10.99","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"1/16/2018","Assurant Appraisals Lx","ASSURANT APPRAISALS LX 877-263-0220 WI","6.40","debit","Shipping","Citi Dividend Platinum Select Visa Card","",""
"1/16/2018","Murcor Des Trade","MURCOR INC. DES:TRADE PAY ID:00-0057832 INDN:Gary F. Hulbert CO ID:XXXXX72376...","321.00","credit","appraisal income","Adv Tiered Interest Chkg","",""
"1/16/2018","Safeway","SAFEWAY #1618 CAMERON PARK CA","13.76","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"1/15/2018","Amazon","AMAZON MKTPLACE PMTS WWW.WWW.AMAZON.COWA","37.78","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"1/13/2018","Amazon Video","Amazon Video On Demand AMZN.COM/billWA","2.99","debit","Movies & DVDs","Citi Dividend Platinum Select Visa Card","",""
"1/13/2018","Safeway","SAFEWAY #1618 CAMERON PARK CA","13.39","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"1/12/2018","Jo-Ann Stores","JOANN STORES #2203 FOLSOM CA","7.25","credit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"1/12/2018","Costco","COSTCO WHSE #0765 FOLSOM CA","23.18","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"1/12/2018","Sam's Club","SAMS CLUB #6620 FOLSOM CA","56.19","debit","Office Supplies","Citi Dividend Platinum Select Visa Card","",""
"1/12/2018","Kaiser Permanente","KAISER PHARM 281 FOLSOM CA","28.90","debit","Health Insurance","Citi Dividend Platinum Select Visa Card","",""
"1/12/2018","Jo-Ann Stores","JOANN STORES #2203 FOLSOM CA","19.70","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"1/12/2018","Arco Arco Placerville","ARCO#83361 01/11 #000509222 PURCHASE ARCO#83361 PLACERVILLE CA","26.89","debit","Gas & Fuel","Adv Tiered Interest Chkg","",""
"1/12/2018","Arco Arco Cameron","ARCO 82405 01/12 #000619190 PURCHASE ARCO 82405 CAMERON PARK CA","31.12","debit","Gas & Fuel","Adv Tiered Interest Chkg","",""
"1/12/2018","Check 1586","Check 1586","540.86","debit","Health Insurance","Adv Tiered Interest Chkg","",""
"1/12/2018","Interest Earned","Interest Earned","0.22","credit","Interest Income","Adv Tiered Interest Chkg","",""
"1/12/2018","Nvs Pmd Des","NVS PMD DES:PAYMENT ID:803092 INDN:GaryFHulbert.Appraisal CO ID:XXXXX32275 CCD","350.00","credit","appraisal income","Adv Tiered Interest Chkg","",""
"1/11/2018","Online Payment","PAYMENT THANK YOU","6329.85","credit","Credit Card Payment","Citi Dividend Platinum Select Visa Card","",""
"1/11/2018","Talbots","TALBOTS Bill Payment","560.86","debit","Shopping","Adv Tiered Interest Chkg","",""
"1/11/2018","Citibank Bill","CITIBANK VISA Bill Payment","6329.85","debit","Credit Card Payments","Adv Tiered Interest Chkg","",""
"1/11/2018","Online Payment","PAYMENT - THANK YOU","6329.85","credit","Credit Card Payment","Citi Dividend Platinum Select Visa Card","",""
"1/10/2018","Safeway","SAFEWAY #1618 CAMERON PARK CA","16.25","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"1/10/2018","Bel Air","BEL AIR #515 CAMERON PARK CA","20.12","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"1/09/2018","Bkofamerica ATM Deposit","BKOFAMERICA ATM 01/09 #000005141 DEPOSIT CAMERON PARK CAMERON PARK CA","1200.00","credit","appraisal income","Adv Tiered Interest Chkg","",""
"1/09/2018","Carl's Jr","CARL'S JR 7058 CAMERON PARK CA","14.36","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"1/09/2018","Big O Tires","BIG O TIRE SERVICE #5085 CAMERON PARK CA","25.00","debit","Service & Parts","Citi Dividend Platinum Select Visa Card","",""
"1/09/2018","Amazon","Amazon Digital Svcs amzn.com/billWA","4.99","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"1/08/2018","AT&T","ATT DES:Payment ID:XXXXX3011EPAYR INDN:sherry l hulbert CO ID:XXXXX31004 PPD","86.80","debit","bus phone/internet","Adv Tiered Interest Chkg","",""
"1/08/2018","Carl's Jr","CARL'S JR 7058 CAMERON PARK CA","18.13","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"1/07/2018","Amazon","AMAZON MKTPLACE PMTS WWW.WWW.AMAZON.COWA","15.49","credit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"1/06/2018","Amazon","AMAZON.COM AMZN.COM/BILL AMZN.COM/BILLWA","26.20","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"1/05/2018","Ameritas Life In","Ameritas Life In DES:XI24DD ID:XI240000090120 INDN:HULBERT GARY F...","221.00","debit","Life Insurance","Adv Tiered Interest Chkg","",""
"1/05/2018","Bkofamerica ATM Deposit","BKOFAMERICA ATM 01/05 #000004177 DEPOSIT CAMERON PARK CAMERON PARK CA","1425.00","credit","appraisal income","Adv Tiered Interest Chkg","",""
"1/05/2018","Check 1584","Check 1584","1000.00","debit","Driver cost","Adv Tiered Interest Chkg","","Beas contracting"
"1/05/2018","Nvs Pmd Des","NVS PMD DES:PAYMENT ID:802218 INDN:GaryFHulbert.Appraisal CO ID:XXXXX32275 CCD","700.00","credit","appraisal income","Adv Tiered Interest Chkg","",""
"1/05/2018","Safeway","SAFEWAY #1618 CAMERON PARK CA","72.51","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"1/05/2018","Amazon","AMAZON.COM AMZN.COM/BILL AMZN.COM/BILLWA","12.00","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"1/05/2018","Amazon","AMAZON MKTPLACE PMTS WWW.WWW.AMAZON.COWA","35.19","credit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"1/05/2018","Subway","SUBWAY 00034744 CAMERON PARK CA","15.49","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"1/05/2018","Amazon","AMAZON.COM AMZN.COM/BILL AMZN.COM/BILLWA","25.68","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"1/04/2018","Carl's Jr","CARL'S JR 7058 CAMERON PARK CA","16.29","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"1/03/2018","Pacific Gas & Electric","Pacific Gas & Electric Bill Payment","17.06","debit","Electric Bill","Adv Tiered Interest Chkg","",""
"1/03/2018","AT&T Wireless","AT&T Mobility Bill Payment","194.08","debit","bus phone/internet","Adv Tiered Interest Chkg","",""
"1/02/2018","Sam's Club","SAMSCLUB #6620 FOLSOM CA","61.85","credit","Office Supplies","Citi Dividend Platinum Select Visa Card","",""
"1/02/2018","Sam's Club","SAMSCLUB #6620 FOLSOM CA","144.94","debit","Office Supplies","Citi Dividend Platinum Select Visa Card","",""
"1/02/2018","Sam's Club","SAMS CLUB #6620 FOLSOM CA","31.06","debit","Office Supplies","Citi Dividend Platinum Select Visa Card","",""
"1/02/2018","Amazon","Amazon.com AMZN.COM/BILLWA","8.79","debit","Home Improvement","Citi Dividend Platinum Select Visa Card","",""
"1/02/2018","Sam's Club","SAMSCLUB #6620 FOLSOM CA","5.75","debit","Office Supplies","Citi Dividend Platinum Select Visa Card","",""
"1/02/2018","Amazon","Amazon.com AMZN.COM/BILLWA","12.19","debit","Home Improvement","Citi Dividend Platinum Select Visa Card","",""
"1/02/2018","Arco Arco Cameron","ARCO 82405 01/02 #000203859 PURCHASE ARCO 82405 CAMERON PARK CA","25.42","debit","Gas & Fuel","Adv Tiered Interest Chkg","",""
"1/02/2018","Bkofamerica ATM Deposit","BKOFAMERICA ATM 01/02 #000004023 DEPOSIT CAMERON PARK CAMERON PARK CA","25000.00","credit","Reimbursement","Adv Tiered Interest Chkg","",""
"1/01/2018","Svcsapps Hulbe Cc","GOOGLE *SVCSAPPS_hulbe cc@google.comCA","20.00","debit","Gmail Bill","Citi Dividend Platinum Select Visa Card","",""
"12/30/2017","Amazon","Amazon.com AMZN.COM/BILLWA","9.59","debit","Home Improvement","Citi Dividend Platinum Select Visa Card","",""
"12/30/2017","CVS","CVS/PHARMACY #03009 CAMERON PARK CA","10.92","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"12/30/2017","Bel Air","BEL AIR #515 CAMERON PARK CA","8.87","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"12/29/2017","Check 1583","Check 1583","2000.00","debit","Driver cost","Adv Tiered Interest Chkg","","Beas contracting"
"12/29/2017","Nvs Pmd Des","NVS PMD DES:PAYMENT ID:801368 INDN:GaryFHulbert.Appraisal CO ID:XXXXX32275 CCD","420.00","credit","appraisal income","Adv Tiered Interest Chkg","",""
"12/29/2017","Arco Arco Cameron","ARCO 82405 12/29 #000612535 PURCHASE ARCO 82405 CAMERON PARK CA","15.63","debit","Gas & Fuel","Adv Tiered Interest Chkg","",""
"12/29/2017","Check 1582","Check 1582","4558.00","debit","Driver cost","Adv Tiered Interest Chkg","","Beas Contracting"
"12/29/2017","Safeway","SAFEWAY #1618 CAMERON PARK CA","21.43","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"12/29/2017","Denny's","DENNY'S #7661 18007336 CAMERON PARK CA","19.45","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"12/29/2017","Best Buy","BEST BUY 00008458 FOLSOM CA","59.25","debit","Office Supplies","Citi Dividend Platinum Select Visa Card","",""
"12/29/2017","DirecTV","DTV*DIRECTV SERVICE 800-347-3288 CA","77.12","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"12/29/2017","Safeway","SAFEWAY #1618 CAMERON PARK CA","47.56","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"12/29/2017","Amazon","AmazonPrime Membership amzn.com/prmeWA","106.18","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"12/28/2017","Murcor Des Trade","MURCOR INC. DES:TRADE PAY ID:00-0057832 INDN:Gary F. Hulbert CO ID:XXXXX72376...","521.00","credit","appraisal income","Adv Tiered Interest Chkg","",""
"12/28/2017","Target","TARGET 00010983 FOLSOM CA","15.07","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"12/28/2017","Costco","COSTCO WHSE #0765 FOLSOM CA","165.26","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"12/28/2017","Target","TARGET 00022707 ELDORADO HILLCA","15.86","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"12/26/2017","Safeway","SAFEWAY #1618 CAMERON PARK CA","55.96","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"12/26/2017","Lazy Dog Restaurant","LAZY DOG RESTAURANT 23 FOLSOM CA","45.57","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"12/26/2017","Bank of America","BANK OF AMERICA DES:LINE PYMT ID:XXXXX9037987599 INDN:HULBERT GA...","1357.96","debit","Mortgage & Rent","Adv Tiered Interest Chkg","",""
"12/26/2017","Bkofamerica ATM Deposit","BKOFAMERICA ATM 12/23 #000009830 DEPOSIT CAMERON PARK CAMERON PARK CA","450.00","credit","appraisal income","Adv Tiered Interest Chkg","",""
"12/26/2017","Arco Arco Placerville","ARCO#83361 12/23 #000109808 PURCHASE ARCO#83361 PLACERVILLE CA","17.03","debit","Gas & Fuel","Adv Tiered Interest Chkg","",""
"12/23/2017","Rstudio Rstudio.com Ma","RSTUDIO, INC. RSTUDIO.COM MA","9.00","debit","Office Supplies","Citi Dividend Platinum Select Visa Card","",""
"12/23/2017","Safeway","SAFEWAY #1618 CAMERON PARK CA","53.37","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"12/23/2017","Walgreens","WALGREENS #10599 CAMERON PARK CA","24.72","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"12/22/2017","Nvs Pmd Des","NVS PMD DES:PAYMENT ID:800642 INDN:GaryFHulbert.Appraisal CO ID:XXXXX32275 CCD","320.00","credit","appraisal income","Adv Tiered Interest Chkg","",""
"12/22/2017","Arco","ARCO PAYPOINT 12/22 #000395517 PURCHASE ARCO PAYPOINT GRANITE BAY CA","19.40","debit","Gas & Fuel","Adv Tiered Interest Chkg","",""
"12/22/2017","Nvs Pmd Des","NVS PMD DES:PAYMENT ID:800427 INDN:GaryFHulbert.Appraisal CO ID:XXXXX32275 CCD","670.00","credit","appraisal income","Adv Tiered Interest Chkg","",""
"12/22/2017","Michaels","MICHAELS STORES 2046 FOLSOM CA","4.30","credit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"12/22/2017","Safeway","SAFEWAY #1618 CAMERON PARK CA","58.83","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"12/22/2017","Target","TARGET 00010983 FOLSOM CA","10.38","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"12/22/2017","Michaels","MICHAELS STORES 2046 FOLSOM CA","18.30","credit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"12/22/2017","Sam's Club","SAMSCLUB #6620 FOLSOM CA","68.64","debit","Office Supplies","Citi Dividend Platinum Select Visa Card","",""
"12/22/2017","Michaels","MICHAELS STORES 2046 FOLSOM CA","4.30","credit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"12/22/2017","La Mode","A LA MODE, INC 800-252-6633 FL","1499.00","debit","Office Supplies","Citi Dividend Platinum Select Visa Card","",""
"12/22/2017","Bel Air","BEL AIR #515 CAMERON PARK CA","27.97","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"12/22/2017","Costco","COSTCO WHSE #0765 FOLSOM CA","53.99","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"12/21/2017","Murcor Des Trade","MURCOR INC. DES:TRADE PAY ID:00-0057832 INDN:Gary F. Hulbert CO ID:XXXXX72376...","321.00","credit","appraisal income","Adv Tiered Interest Chkg","",""
"12/21/2017","Bkofamerica ATM Deposit","BKOFAMERICA ATM 12/21 #000009062 DEPOSIT CAMERON PARK CAMERON PARK CA","1200.00","credit","Interest Income","Adv Tiered Interest Chkg","",""
"12/21/2017","Amazon","AMAZON MKTPLACE PMTS WWW.WWW.AMAZON.COWA","32.12","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"12/21/2017","Amazon","AMAZON MKTPLACE PMTS WWW.WWW.AMAZON.COWA","41.95","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"12/21/2017","Kaiser Permanente","KAISER/HPS 866-473-4938 CA","540.86","debit","Health Insurance","Citi Dividend Platinum Select Visa Card","",""
"12/21/2017","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","27.86","debit","Office Supplies","Citi Dividend Platinum Select Visa Card","",""
"12/20/2017","Check 1581","Check 1581","250.00","debit","Driver cost","Adv Tiered Interest Chkg","","Heritage"
"12/20/2017","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","43.98","debit","Office Supplies","Citi Dividend Platinum Select Visa Card","",""
"12/20/2017","Amazon","Amazon.com AMZN.COM/BILLWA","17.88","debit","Home Improvement","Citi Dividend Platinum Select Visa Card","",""
"12/20/2017","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA","0.99","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"12/20/2017","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","19.07","debit","Office Supplies","Citi Dividend Platinum Select Visa Card","",""
"12/20/2017","Adalberto Mexican Food","ADALBERTO'S MEXICAN FOOD SACRAMENTO CA","12.29","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"12/19/2017","Arco Arco Cameron","ARCO 82405 12/19 #000858924 PURCHASE ARCO 82405 CAMERON PARK CA","13.32","debit","Gas & Fuel","Adv Tiered Interest Chkg","",""
